ObjectData\AstroBaseB\tex1_128x64_c31a9886a30957db_14.png,ondemand_texture_replace\MarioGalaxy\17680489920903925900.png
ObjectData\AstroBaseB\tex1_128x64_e77aab4d8c939af3_14.png,ondemand_texture_replace\MarioGalaxy\3678292851551749950.png
ObjectData\AstroBaseCenterA\tex1_256x128_b2bc911d3eb95473_14.png,MarioGalaxy_Sub\418396c1292e01df.png
ObjectData\AstroBaseCenterA\tex1_64x64_e1c59dd2650ebc7f_14.png,MarioGalaxy_Sub\7099e8cb366806d6.png
ObjectData\AstroBaseKitchen\tex1_128x128_a44046b2b6a14ea0_14.png,MarioGalaxy_Sub\569142a666828111.png
ObjectData\AstroBaseKitchen\tex1_32x64_d005ae7f2c390ff9_14.png,MarioGalaxy_Sub\6c4879be3751d371.png
ObjectData\AstroChildRoom\tex1_128x128_9543f5afc91b300e_14.png,ondemand_texture_replace\MarioGalaxy\1812038059254917874.png
ObjectData\AstroChildRoom\tex1_256x128_m_1f2ab852a8c32ab3_14.png,MarioGalaxy_Sub\59f3b4c6e09c6623.png
ObjectData\AstroChildRoom\tex1_256x128_m_1f2ab852a8c32ab3_14_mip1.png,MarioGalaxy_Sub\59f3b4c6e09c6623_lod1.png
ObjectData\AstroChildRoom\tex1_256x128_m_1f2ab852a8c32ab3_14_mip2.png,MarioGalaxy_Sub\59f3b4c6e09c6623_lod2.png
ObjectData\AstroChildRoom\tex1_256x128_m_1f2ab852a8c32ab3_14_mip3.png,MarioGalaxy_Sub\59f3b4c6e09c6623_lod3.png
ObjectData\AstroChildRoom\tex1_256x256_91138c07275a9033_14.png,MarioGalaxy_Sub\81d06b50f85758b3.png
ObjectData\AstroChildRoom\tex1_256x256_m_767393288fb80ef4_14.png,MarioGalaxy_Sub\09d9d548c8dd0627.png
ObjectData\AstroChildRoom\tex1_256x256_m_767393288fb80ef4_14_mip1.png,MarioGalaxy_Sub\09d9d548c8dd0627_lod1.png
ObjectData\AstroChildRoom\tex1_256x256_m_767393288fb80ef4_14_mip2.png,MarioGalaxy_Sub\09d9d548c8dd0627_lod2.png
ObjectData\AstroChildRoom\tex1_256x256_m_767393288fb80ef4_14_mip3.png,MarioGalaxy_Sub\09d9d548c8dd0627_lod3.png
ObjectData\AstroChildRoom\tex1_64x64_c38120b18db8d90d_14.png,MarioGalaxy_Sub\64558036e4343c71.png
ObjectData\AstroChildRoom\tex1_64x64_fc82de511983f382_14.png,MarioGalaxy_Sub\2df0a712189b8243.png
ObjectData\AstroCountDownPlate\8799074304774429340.png,ondemand_texture_replace\MarioGalaxy\8799074304774429340.png
ObjectData\AstroDomeAsteroid\tex1_128x128_81a0ca8cf246b778_14.png,ondemand_texture_replace\MarioGalaxy\16644914759582501932.png
ObjectData\AstroDomeBedRoom\tex1_128x128_112b9898f54e0a71_14.png,ondemand_texture_replace\MarioGalaxy\9435142207429162237.png
ObjectData\AstroDomeBedRoom\tex1_128x128_8b9410a4664b557a_14.png,ondemand_texture_replace\MarioGalaxy\12938626097747406041.png
ObjectData\AstroDomeBedRoom\tex1_128x128_96029b86a40b1bdd_14.png,ondemand_texture_replace\MarioGalaxy\13870642222524018281.png
ObjectData\AstroDomeBedRoom\tex1_128x128_cf08846fc6a7df38_14.png,MarioGalaxy_Sub\b249a4bcd9c258c9.png
ObjectData\AstroDomeBedRoom\tex1_128x128_f846d9885763b86c_14.png,ondemand_texture_replace\MarioGalaxy\18366569995456324394.png
ObjectData\AstroDomeBedRoom\tex1_128x256_279c14042a4157d0_14.png,ondemand_texture_replace\MarioGalaxy\405030830886370866.png
ObjectData\AstroDomeBedRoom\tex1_128x256_6aea591fdbbabf62_14.png,ondemand_texture_replace\MarioGalaxy\5466825155293586277.png
ObjectData\AstroDomeBedRoom\tex1_128x64_6884cf2c656ad6c3_14.png,ondemand_texture_replace\MarioGalaxy\7028106245852476532.png
ObjectData\AstroDomeBedRoom\tex1_64x64_1ecc87addb012c63_14.png,ondemand_texture_replace\MarioGalaxy\12524273041148641528.png
ObjectData\AstroDomeBedRoom\tex1_64x64_4577508c1a756072_14.png,ondemand_texture_replace\MarioGalaxy\1297356699291483165.png
ObjectData\AstroDomeBedRoom\tex1_64x64_9ab36fd400bf49dc_14.png,ondemand_texture_replace\MarioGalaxy\2697322866798776861.png
ObjectData\AstroDomeBedRoom\tex1_64x64_ef563263fa9c1b2d_14.png,ondemand_texture_replace\MarioGalaxy\10380908266791190638.png
ObjectData\ForestHomePlanet\tex1_128x128_66eb888ff2319475_14.png,ondemand_texture_replace\MarioGalaxy\14366525352361081364.png
ObjectData\AstroDomeDemoHomePlanet\tex1_128x128_f8d26e31c6576f32_14.png,ondemand_texture_replace\MarioGalaxy\6278863766281210117.png
ObjectData\AstroDomeDemoHomePlanet\tex1_128x128_m_9c731f60eb1b9075_14.png,ondemand_texture_replace\MarioGalaxy\eea4e0b18f5bec09.png
ObjectData\AstroDomeDemoHomePlanet\tex1_128x128_m_9c731f60eb1b9075_14_mip1.png,ondemand_texture_replace\MarioGalaxy\eea4e0b18f5bec09_lod1.png
ObjectData\AstroDomeDemoHomePlanet\tex1_128x128_m_9c731f60eb1b9075_14_mip2.png,ondemand_texture_replace\MarioGalaxy\eea4e0b18f5bec09_lod2.png
ObjectData\AstroDomeDemoHomePlanet\tex1_128x128_m_57c229c85232435c_14.png,MarioGalaxy_Sub\1a06691a190274d9.png
ObjectData\AstroDomeDemoHomePlanet\tex1_128x128_m_57c229c85232435c_14_mip1.png,MarioGalaxy_Sub\1a06691a190274d9_lod1.png
ObjectData\AstroDomeDemoHomePlanet\tex1_128x128_m_57c229c85232435c_14_mip2.png,MarioGalaxy_Sub\1a06691a190274d9_lod2.png
ObjectData\AstroDomeDemoHomePlanet\tex1_128x128_m_57c229c85232435c_14_mip3.png,MarioGalaxy_Sub\1a06691a190274d9_lod3.png
ObjectData\AstroDomeDemoHomePlanet\tex1_128x128_m_57c229c85232435c_14_mip4.png,MarioGalaxy_Sub\1a06691a190274d9_lod4.png
ObjectData\AstroDomeEntranceBedRoom\tex1_256x256_f50646a53dc2f339_14.png,MarioGalaxy_Sub\8ccb19a22c7d4794.png
ObjectData\AstroDomeEntranceBedRoom\tex1_64x32_e664e9dec3ffb70f_14.png,MarioGalaxy_Sub\775f412870345443.png
ObjectData\AstroDomeEntranceKitchen\tex1_256x256_434328ee527dd22f_14.png,MarioGalaxy_Sub\0bdfc233deae82a1.png
ObjectData\AstroDomeEntranceKitchen\tex1_64x64_1817ede3eadc7e0a_14.png,MarioGalaxy_Sub\54daa384befbbcff.png
ObjectData\AstroDomeEntranceMachine\tex1_256x256_92600f71b44df519_14.png,MarioGalaxy_Sub\ce9a4052d2ceaa29.png
ObjectData\AstroDomeEntranceObservatory\tex1_256x64_m_5120a58ac310c844_14.png,MarioGalaxy_Sub\07de0f3a2557d615.png
ObjectData\AstroDomeEntranceObservatory\tex1_256x64_m_5120a58ac310c844_14_mip1.png,MarioGalaxy_Sub\07de0f3a2557d615_lod1.png
ObjectData\AstroDomeEntranceObservatory\tex1_256x64_m_5120a58ac310c844_14_mip2.png,MarioGalaxy_Sub\07de0f3a2557d615_lod2.png
ObjectData\AstroDomeEntranceObservatory\tex1_256x64_m_5120a58ac310c844_14_mip3.png,MarioGalaxy_Sub\07de0f3a2557d615_lod3.png
ObjectData\AstroDomeEntranceTower\tex1_64x128_3c5eaf1542cf0594_4.png,ondemand_texture_replace\MarioGalaxy\12143695366433548669.png
ObjectData\AstroDomeEntranceWell\tex1_128x128_m_acbc5fa6a60c02e8_14.png,MarioGalaxy_Sub\68accc9921f0c44b.png
ObjectData\AstroDomeEntranceWell\tex1_128x128_m_acbc5fa6a60c02e8_14_mip1.png,MarioGalaxy_Sub\68accc9921f0c44b_lod1.png
ObjectData\AstroDomeEntranceWell\tex1_128x128_m_acbc5fa6a60c02e8_14_mip2.png,MarioGalaxy_Sub\68accc9921f0c44b_lod2.png
ObjectData\AstroDomeEntranceWell\tex1_128x128_m_acbc5fa6a60c02e8_14_mip3.png,MarioGalaxy_Sub\68accc9921f0c44b_lod3.png
ObjectData\AstroDomeEntranceWell\tex1_128x128_m_ddad5bf29155efe5_14.png,MarioGalaxy_Sub\6f1b21f118914dd8.png
ObjectData\AstroDomeEntranceWell\tex1_128x128_m_ddad5bf29155efe5_14_mip1.png,MarioGalaxy_Sub\6f1b21f118914dd8_lod1.png
ObjectData\AstroDomeEntranceWell\tex1_128x128_m_ddad5bf29155efe5_14_mip2.png,MarioGalaxy_Sub\6f1b21f118914dd8_lod2.png
ObjectData\AstroDomeEntranceWell\tex1_128x128_m_ddad5bf29155efe5_14_mip3.png,MarioGalaxy_Sub\6f1b21f118914dd8_lod3.png
ObjectData\AstroDomeEntranceWell\tex1_128x128_m_f3a6ad633c138531_14.png,MarioGalaxy_Sub\7e53650aa3c8bb8d.png
ObjectData\AstroDomeEntranceWell\tex1_128x128_m_f3a6ad633c138531_14_mip1.png,MarioGalaxy_Sub\7e53650aa3c8bb8d_lod1.png
ObjectData\AstroDomeEntranceWell\tex1_128x128_m_f3a6ad633c138531_14_mip2.png,MarioGalaxy_Sub\7e53650aa3c8bb8d_lod2.png
ObjectData\AstroDomeEntranceWell\tex1_128x128_m_f3a6ad633c138531_14_mip3.png,MarioGalaxy_Sub\7e53650aa3c8bb8d_lod3.png
ObjectData\AstroDomeEntranceWell\tex1_128x64_m_1dab209300225650_14.png,MarioGalaxy_Sub\64ab8500ffecff56.png
ObjectData\AstroDomeEntranceWell\tex1_128x64_m_1dab209300225650_14_mip1.png,MarioGalaxy_Sub\64ab8500ffecff56_lod1.png
ObjectData\AstroDomeEntranceWell\tex1_128x64_m_1dab209300225650_14_mip2.png,MarioGalaxy_Sub\64ab8500ffecff56_lod2.png
ObjectData\AstroDomeEntranceWell\tex1_128x64_m_1dab209300225650_14_mip3.png,MarioGalaxy_Sub\64ab8500ffecff56_lod3.png
ObjectData\AstroDomeKitchen\tex1_128x128_0eecf4ff39b52e1b_14.png,ondemand_texture_replace\MarioGalaxy\1057279293279690577.png
ObjectData\AstroDomeKitchen\tex1_128x128_1ac021074822a4c2_14.png,ondemand_texture_replace\MarioGalaxy\9463407749091292781.png
ObjectData\AstroDomeKitchen\tex1_128x128_1b03e199cd57f0b3_14.png,ondemand_texture_replace\MarioGalaxy\13341889054230939083.png
ObjectData\AstroDomeKitchen\tex1_128x128_2297724245d40c96_14.png,ondemand_texture_replace\MarioGalaxy\690236030065415590.png
ObjectData\AstroDomeKitchen\tex1_256x256_1a882b6d4cc9e641_4.png,ondemand_texture_replace\MarioGalaxy\3907205246429156778.png
ObjectData\AstroDomeKitchen\tex1_256x256_8a69f05697f215a7_14.png,ondemand_texture_replace\MarioGalaxy\16860756531061300777.png
ObjectData\AstroDomeKitchen\tex1_256x256_cedc353494786fae_4.png,ondemand_texture_replace\MarioGalaxy\13049174623760486995.png
ObjectData\AstroDomeMachine\tex1_128x128_00fe5884fd20b007_14.png,ondemand_texture_replace\MarioGalaxy\4841132128193210216.png
ObjectData\AstroDomeMachine\tex1_128x128_0e933cb4781e6796_14.png,ondemand_texture_replace\MarioGalaxy\737693843646251147.png
ObjectData\AstroDomeMachine\tex1_128x128_6c80b834ccb0741b_14.png,ondemand_texture_replace\MarioGalaxy\15457227184974146278.png
ObjectData\AstroDomeMachine\tex1_128x128_edd8566c776a520d_14.png,ondemand_texture_replace\MarioGalaxy\17779459691933922796.png
ObjectData\AstroDomeObservatory\tex1_128x128_1253e706d1557c82_14.png,ondemand_texture_replace\MarioGalaxy\8521841287060615951.png
ObjectData\AstroDomeObservatory\tex1_128x128_753fc39cd29d000d_14.png,ondemand_texture_replace\MarioGalaxy\14365435074565430422.png
ObjectData\AstroDomeObservatory\tex1_128x128_9e276afa30b578b9_14.png,ondemand_texture_replace\MarioGalaxy\3363213690318087443.png
ObjectData\AstroDomeObservatory\tex1_128x128_abb676d73add4f2a_14.png,MarioGalaxy_Sub\31b9231d9bed7a5f.png
ObjectData\AstroDomeObservatory\tex1_128x128_b32c189df929320a_14.png,ondemand_texture_replace\MarioGalaxy\6692198788832599728.png
ObjectData\AstroDomeObservatory\tex1_128x128_b4dd18e1f5835c23_14.png,ondemand_texture_replace\MarioGalaxy\11494634894464135694.png
ObjectData\AstroDomeObservatory\tex1_512x256_69f2f9e1fcfd57a5_14.png,ondemand_texture_replace\MarioGalaxy\10850612030939557102.png
ObjectData\AstroDomeObservatory\tex1_512x256_97287c9ae470a550_14.png,ondemand_texture_replace\MarioGalaxy\4354325200955974496.png
ObjectData\AstroDomeObservatory\tex1_64x64_30b939d6cb9accf2_14.png,ondemand_texture_replace\MarioGalaxy\9200634177856395431.png
ObjectData\AstroDomeObservatory\tex1_64x64_d5fa6a74692d8f14_1.png,ondemand_texture_replace\MarioGalaxy\11645083117015888724.png
ObjectData\AstroDomeSkyA\tex1_256x256_96f0d02bb53df9e4_0.png,ondemand_texture_replace\MarioGalaxy\16909501581067450163.png
ObjectData\AstroDomeSkyA\tex1_256x256_b15371744a3a8c83_14.png,ondemand_texture_replace\MarioGalaxy\5409912287756669685.png
ObjectData\AstroDomeSkyA\tex1_512x512_ec128907fae2afe1_0.png,ondemand_texture_replace\MarioGalaxy\321820664832806667.png
ObjectData\AstroDomeSkyB\tex1_256x128_126251df1a81e046_1.png,ondemand_texture_replace\MarioGalaxy\7173957185255190101.png
ObjectData\AstroDomeSkyB\tex1_256x256_5dc4a0551d34ad37_0.png,ondemand_texture_replace\MarioGalaxy\11682077811187674365.png
ObjectData\AstroDomeSkyC\tex1_256x256_ef9ac4ba71ebfbc6_14.png,ondemand_texture_replace\MarioGalaxy\11589800721888778277.png
ObjectData\AstroDomeTower\tex1_128x128_7e8383b905890689_14.png,ondemand_texture_replace\MarioGalaxy\7740858443003756339.png
ObjectData\AstroDomeTower\tex1_128x128_d20d56a92435a789_14.png,ondemand_texture_replace\MarioGalaxy\7045661825700099661.png
ObjectData\AstroDomeTower\tex1_128x128_d357064d119b491e_14.png,ondemand_texture_replace\MarioGalaxy\12991225475641776455.png
ObjectData\AstroDomeTower\tex1_128x128_e96d101456070766_14.png,ondemand_texture_replace\MarioGalaxy\183525996063642112.png
ObjectData\AstroDomeTower\tex1_128x128_ef3b22659fda7e3c_4.png,ondemand_texture_replace\MarioGalaxy\17492916550985267193.png
ObjectData\AstroDomeTower\tex1_256x256_m_0eea87bed6d3b0a4_14.png,MarioGalaxy\bae2829bb3bec5c9.png
ObjectData\AstroDomeTower\tex1_256x256_m_0eea87bed6d3b0a4_14_mip1.png,MarioGalaxy\bae2829bb3bec5c9_lod1.png
ObjectData\AstroDomeTower\tex1_256x256_m_0eea87bed6d3b0a4_14_mip2.png,MarioGalaxy\bae2829bb3bec5c9_lod2.png
ObjectData\AstroDomeTower\tex1_256x256_m_0eea87bed6d3b0a4_14_mip3.png,MarioGalaxy\bae2829bb3bec5c9_lod3.png
ObjectData\AstroDomeTower\tex1_256x256_m_0eea87bed6d3b0a4_14_mip4.png,MarioGalaxy\bae2829bb3bec5c9_lod4.png
ObjectData\AstroDomeTower\tex1_256x256_m_0eea87bed6d3b0a4_14_mip5.png,MarioGalaxy\bae2829bb3bec5c9_lod5.png
ObjectData\AstroDomeTower\tex1_256x256_m_265bd9e5a37b58ac_14.png,MarioGalaxy\8b260c748d97aed0.png
ObjectData\AstroDomeTower\tex1_256x256_m_265bd9e5a37b58ac_14_mip1.png,MarioGalaxy\8b260c748d97aed0_lod1.png
ObjectData\AstroDomeTower\tex1_256x256_m_265bd9e5a37b58ac_14_mip2.png,MarioGalaxy\8b260c748d97aed0_lod2.png
ObjectData\AstroDomeTower\tex1_256x256_m_265bd9e5a37b58ac_14_mip3.png,MarioGalaxy\8b260c748d97aed0_lod3.png
ObjectData\AstroDomeTower\tex1_256x256_m_265bd9e5a37b58ac_14_mip4.png,MarioGalaxy\8b260c748d97aed0_lod4.png
ObjectData\AstroDomeTower\tex1_256x256_m_265bd9e5a37b58ac_14_mip5.png,MarioGalaxy\8b260c748d97aed0_lod5.png
ObjectData\AstroDomeTower\tex1_512x256_m_73c88a7fdde6060e_14.png,MarioGalaxy_Sub\5109a119e9a17a93.png
ObjectData\AstroDomeTower\tex1_512x256_m_73c88a7fdde6060e_14_mip1.png,MarioGalaxy_Sub\5109a119e9a17a93_lod1.png
ObjectData\AstroDomeTower\tex1_512x256_m_73c88a7fdde6060e_14_mip2.png,MarioGalaxy_Sub\5109a119e9a17a93_lod2.png
ObjectData\AstroDomeTower\tex1_512x256_m_73c88a7fdde6060e_14_mip3.png,MarioGalaxy_Sub\5109a119e9a17a93_lod3.png
ObjectData\AstroDomeWell\tex1_128x128_2bc4ff3e7d9bedee_14.png,ondemand_texture_replace\MarioGalaxy\8360345983434587748.png
ObjectData\AstroDomeWell\tex1_128x128_f577ea521e6d2a9e_14.png,ondemand_texture_replace\MarioGalaxy\3860525077790412083.png
ObjectData\AstroDomeWell\tex1_128x128_m_87a25a2eb9146f1a_14.png,MarioGalaxy_Sub\0bac8cf58f4d69a8.png
ObjectData\AstroDomeWell\tex1_128x128_m_87a25a2eb9146f1a_14_mip1.png,MarioGalaxy_Sub\0bac8cf58f4d69a8_lod1.png
ObjectData\AstroDomeWell\tex1_128x128_m_87a25a2eb9146f1a_14_mip2.png,MarioGalaxy_Sub\0bac8cf58f4d69a8_lod2.png
ObjectData\AstroDomeWell\tex1_128x128_m_87a25a2eb9146f1a_14_mip3.png,MarioGalaxy_Sub\0bac8cf58f4d69a8_lod3.png
ObjectData\AstroDomeWell\tex1_128x128_m_87a25a2eb9146f1a_14_mip4.png,MarioGalaxy_Sub\0bac8cf58f4d69a8_lod4.png
ObjectData\AstroDomeWell\tex1_128x256_5b317b16228ba354_14.png,ondemand_texture_replace\MarioGalaxy\14272165713760495271.png
ObjectData\AstroDomeWell\tex1_256x256_8e6eeb252451015c_14.png,ondemand_texture_replace\MarioGalaxy\18140363517589684324.png
ObjectData\AstroLibrary\tex1_128x128_00db4796c9c1e496_14.png,MarioGalaxy_Sub\787d4b73319d6316.png
ObjectData\AstroLibrary\tex1_128x128_db7bd8f1fc4ae91b_14.png,MarioGalaxy_Sub\a5bd936cc175b977.png
ObjectData\AstroLibrary\tex1_256x256_944023bfb40f8ad3_14.png,MarioGalaxy_Sub\c58089fa09e70f7b.png
ObjectData\AstroParking\tex1_128x128_f00bd2b21d4e25ef_14.png,MarioGalaxy_Sub\7481587689e34975.png
ObjectData\AstroParking\tex1_64x128_m_775fc2023bc04593_1.png,MarioGalaxy_Sub\5a3b6842a3eb228f.png
ObjectData\AstroParking\tex1_64x128_m_775fc2023bc04593_1_mip1.png,MarioGalaxy_Sub\5a3b6842a3eb228f_lod1.png
ObjectData\AstroParking\tex1_64x128_m_775fc2023bc04593_1_mip2.png,MarioGalaxy_Sub\5a3b6842a3eb228f_lod2.png
ObjectData\AstroParking\tex1_64x128_m_775fc2023bc04593_1_mip3.png,MarioGalaxy_Sub\5a3b6842a3eb228f_lod3.png
ObjectData\AstroParking\tex1_64x64_50346ed92fe54924_14.png,ondemand_texture_replace\MarioGalaxy\2779842893645446941.png
ObjectData\AstroRoomLibrary\tex1_128x128_362253977dc8c6fb_14.png,ondemand_texture_replace\MarioGalaxy\3242720186053114163.png
ObjectData\AstroRoomLibrary\tex1_128x128_4d0008aa0a773ea9_14.png,ondemand_texture_replace\MarioGalaxy\13177166105602262335.png
ObjectData\AstroRoomLibrary\tex1_128x128_65c7601294a7f5c6_14.png,ondemand_texture_replace\MarioGalaxy\6354719890306916365.png
ObjectData\AstroRoomLibrary\tex1_128x128_e154bb1ec3f77e74_14.png,ondemand_texture_replace\MarioGalaxy\11934155516986409798.png
ObjectData\AstroRoomLibrary\tex1_128x128_fcbc3db26f9bcf63_14.png,ondemand_texture_replace\MarioGalaxy\17567320105883962689.png
ObjectData\AstroRoomLibrary\tex1_256x128_235fbcbb7693cc06_14.png,ondemand_texture_replace\MarioGalaxy\7822210988508487958.png
ObjectData\AstroRoomLibrary\tex1_256x128_2921fab89f74aa9a_14.png,ondemand_texture_replace\MarioGalaxy\14090439699534436151.png
ObjectData\AstroRoomLibrary\tex1_256x256_9776bbce4dc11fdd_14.png,ondemand_texture_replace\MarioGalaxy\12493268781626704868.png
ObjectData\AstroRoomLibrary\tex1_256x256_fa65b5810ecaf5b6_14.png,ondemand_texture_replace\MarioGalaxy\841866388216552548.png
ObjectData\AstroRoomLibrary\tex1_32x32_5a2efa5b85a00e62_14.png,ondemand_texture_replace\MarioGalaxy\16933634155508853951.png
ObjectData\AstroRoomLibrary\tex1_32x32_664d0834a36a27be_14.png,ondemand_texture_replace\MarioGalaxy\2576924420753490128.png
ObjectData\AstroRoomLibrary\tex1_32x32_e7064b8de54dc6b7_14.png,ondemand_texture_replace\MarioGalaxy\3289144991125765389.png
ObjectData\AstroRoomLibrary\tex1_64x128_8c6a6e4e411b996e_14.png,ondemand_texture_replace\MarioGalaxy\17685648325518150213.png
ObjectData\AstroRoomLibrary\tex1_64x128_b0bc17455d247fa0_14.png,ondemand_texture_replace\MarioGalaxy\17407839955314339153.png
ObjectData\AstroRoomLibrary\tex1_64x16_69852a5f44fa070d_14.png,ondemand_texture_replace\MarioGalaxy\13116147605441259865.png
ObjectData\AstroRoomLibrary\tex1_64x64_4d2c1943c0131a71_14.png,ondemand_texture_replace\MarioGalaxy\7156357929737329148.png
ObjectData\AstroRoomLibrary\tex1_64x64_4ff2188f295ecc3f_14.png,ondemand_texture_replace\MarioGalaxy\14893077284225460598.png
ObjectData\AstroRoomLibrary\tex1_64x64_a9b5567b39502ade_14.png,ondemand_texture_replace\MarioGalaxy\13940739659440662836.png
ObjectData\AstroRotateStepA\tex1_128x64_724850a4f1344e1d_14.png,MarioGalaxy_Sub\9eaad6d91783f323.png
ObjectData\AuroraSky\tex1_128x128_4f147b3a4a2130af_14.png,ondemand_texture_replace\MarioGalaxy\8423658587764388509.png
ObjectData\AuroraSky\tex1_128x128_f95eecf36819b6da_14.png,ondemand_texture_replace\MarioGalaxy\5258208959575085238.png
ObjectData\AuroraSky\tex1_256x256_136758ab4b5331cd_1.png,ondemand_texture_replace\MarioGalaxy\14315123327767162566.png
ObjectData\AuroraSky\tex1_256x256_9ba410cf14d697db_14.png,ondemand_texture_replace\MarioGalaxy\11638373067919611660.png
ObjectData\AuroraSky\tex1_256x256_m_479ed55b5b8b0fdf_14.png,MarioGalaxy\b696bd7a4e98ac65.png
ObjectData\AuroraSky\tex1_256x256_m_479ed55b5b8b0fdf_14_mip1.png,MarioGalaxy\b696bd7a4e98ac65_lod1.png
ObjectData\AuroraSky\tex1_256x256_m_479ed55b5b8b0fdf_14_mip2.png,MarioGalaxy\b696bd7a4e98ac65_lod2.png
ObjectData\AuroraSky\tex1_256x256_m_479ed55b5b8b0fdf_14_mip3.png,MarioGalaxy\b696bd7a4e98ac65_lod3.png
ObjectData\AuroraSky\tex1_256x256_m_479ed55b5b8b0fdf_14_mip4.png,MarioGalaxy\b696bd7a4e98ac65_lod4.png
ObjectData\AuroraSky\tex1_256x256_m_479ed55b5b8b0fdf_14_mip5.png,MarioGalaxy\b696bd7a4e98ac65_lod5.png
ObjectData\BallBeamer\tex1_128x128_5103267d9e857de8_0.png,ondemand_texture_replace\MarioGalaxy\5415583376418802262.png
ObjectData\BallBeamer\tex1_128x128_856226ad5d694e99_14.png,ondemand_texture_replace\MarioGalaxy\2176370368300806790.png
ObjectData\BallBeamer\tex1_128x128_ab86b1f5b19555e0_14.png,ondemand_texture_replace\MarioGalaxy\14922148696732136971.png
ObjectData\BallBeamer\tex1_64x64_e53dbc283d1c22f2_0.png,ondemand_texture_replace\MarioGalaxy\2879357089908375441.png
ObjectData\Balloonfish\tex1_128x128_cd12a01dae67eb87_14.png,ondemand_texture_replace\MarioGalaxy\16004516686639782780.png
ObjectData\BallOpener\tex1_128x128_170e797889f02bae_14.png,ondemand_texture_replace\MarioGalaxy\2300177182366365393.png
ObjectData\BasaBasa\tex1_128x128_c186387e2e80f963_14.png,ondemand_texture_replace\MarioGalaxy\5326292897324486555.png
ObjectData\BasaBasaIce\tex1_128x128_78fb467ae1c36e70_14.png,ondemand_texture_replace\MarioGalaxy\13566907991647302878.png
ObjectData\BasaBasaIceHang\tex1_128x128_864cf944c47f96b7_14.png,ondemand_texture_replace\MarioGalaxy\2813604475088790175.png
ObjectData\BattleShipElevator\tex1_128x128_3ae8b34211ef9564_14.png,ondemand_texture_replace\MarioGalaxy\3708296842376025564.png
ObjectData\BattleShipMovePartsA\tex1_128x256_b4bae46a30f22776_14.png,ondemand_texture_replace\MarioGalaxy\5470577997147764804.png
ObjectData\BattleShipMovePartsB\tex1_128x256_125d9cfdc4cdd776_14.png,ondemand_texture_replace\MarioGalaxy\1989225432800169487.png
ObjectData\BeachChair\tex1_128x128_9def35354716dfe5_14.png,ondemand_texture_replace\MarioGalaxy\1935066287185291284.png
ObjectData\BeachParasol\tex1_128x128_7f038e9a32f6c5d0_14.png,ondemand_texture_replace\MarioGalaxy\11012391514877602887.png
ObjectData\BeamGoRoundPlanet\tex1_128x128_1de79ea6262720d1_14.png,ondemand_texture_replace\MarioGalaxy\9985435342249980106.png
ObjectData\BeamGoRoundPlanet\tex1_256x128_717a722d0eb6836a_14.png,ondemand_texture_replace\MarioGalaxy\16044391312485233415.png
ObjectData\BeamGoRoundPlanet\tex1_32x32_cb971dcabd7f42ed_14.png,ondemand_texture_replace\MarioGalaxy\7895102398991392865.png
ObjectData\BeamGoRoundPlanet\tex1_64x32_0c2f78fc687cc0b7_14.png,ondemand_texture_replace\MarioGalaxy\7667663023910946197.png
ObjectData\BeeFlowerHover\tex1_32x512_8a60747ff904cad5_14.png,ondemand_texture_replace\MarioGalaxy\15305314185333484181.png
ObjectData\BeeLuigi\tex1_128x128_2f67b18139770a8e_14.png,MarioGalaxy\ef9ddbc00eabd128.png
ObjectData\BeeLuigi\tex1_128x128_accff4a4264ce1bd_14.png,MarioGalaxy\aa49b258af9c9861.png
ObjectData\BeeLuigi\tex1_128x64_3c3fdb8d7f6a79a2_14.png,ondemand_texture_replace\MarioGalaxy\11727307628119008256.png
ObjectData\BeeLuigi\tex1_256x128_122a3f113b8b3599_14.png,ondemand_texture_replace\MarioGalaxy\9467053590854020907.png
ObjectData\BeeLuigi\tex1_64x64_42fdc499423d5827_14.png,MarioGalaxy_Sub\e862ecbb366e742f.png
ObjectData\BeeLuigi\tex1_64x64_7fac449b4a88a234_14.png,MarioGalaxy\fa2eb8c081cfed0e.png
ObjectData\BeeLuigi\tex1_64x64_906b19afb23557cf_14.png,MarioGalaxy_Sub\948077dab03b24ad.png
ObjectData\BeeLuigi\tex1_64x64_cff0958af362cd34_14.png,MarioGalaxy_Sub\c3c8fb76a649ae09.png
ObjectData\BeeMario\tex1_128x128_44ab6c34b85672e3_14.png,MarioGalaxy\56b4b1eb89ceb3e4.png
ObjectData\BeeMario\tex1_128x128_601c1f7515fda890_14.png,MarioGalaxy\77d1cef2d026b497.png
ObjectData\BeeMario\tex1_128x64_bc1e5733de391fd7_14.png,ondemand_texture_replace\MarioGalaxy\11427579871414948514.png
ObjectData\BeeMario\tex1_256x128_ea774c4e36b6a803_14.png,ondemand_texture_replace\MarioGalaxy\5108836503141092415.png
ObjectData\BeeMario\tex1_64x64_ee299582cde9987b_14.png,MarioGalaxy_Sub\b1c7e05ca1048742.png
ObjectData\BeeWallClimbPartsA\tex1_128x128_c50d30e5a1bd6529_4.png,ondemand_texture_replace\MarioGalaxy\9605147192514984886.png
